codice_circe;nword;cluster_id;label_finale
1111;2;1111_2_1;coltivazioni cereali
1111;2;1111_2_2;cereali coltivazione
1111;2;1111_2_3;avena coltivazione
1111;2;1111_2_4;coltivazione orzo
1111;2;1111_2_5;coltivazione avena
1111;2;1111_2_6;sorgo coltivazione
1111;2;1111_2_7;coltivazione cereali
1111;3;1111_3_1;coltivazione uvaolivo cereali
1111;3;1111_3_2;coltivazione cereali oleaginose
1111;3;1111_3_3;coltivazioni di mais
1111;3;1111_3_4;coltivazione di orzo
1111;3;1111_3_5;coltivazione orzo maltato
1111;4;1111_4_1;coltivazione cereali escluso riso
1111;4;1111_4_2;coltivazioni agricole di cereali
1111;4;1111_4_3;coltivazione di grano duroi
1111;4;1111_4_4;coltivazione cereali in genere
1111;5;1111_5_1;coltivazione di grano e cereali
1111;5;1111_5_2;coltivazioni di cereali escluso riso
1111;5;1111_5_3;coltivazione di cereali e seminitivo
1111;5;1111_5_4;azienda agricola coltivazione di mais
1111;5;1111_5_5;coltivazione di cereali quali granomaisorzosegaleavenamiglio
1111;6;1111_6_1;coltivazione di cereali grano e orzo
1111;6;1111_6_2;coltivazione di cereali coltivazione di noccioleti
1111;6;1111_6_3;coltivazione di cereali escluso il risodal
1111;6;1111_6_4;coltivazione trasformazione e commercio dei cereali
1111;6;1111_6_5;coltivazione di grano duro e soia
1111;6;1111_6_6;attivita di coltivazione di cereali dal
1111;7;1111_7_1;coltivazione di cereali ed in particolare frumento
1111;7;1111_7_2;coltivazione di cereali con esclusione di riso
1112;2;1112_2_1;coltivazione soia
1112;3;1112_3_1;coltivazione di soia
1112;4;1112_4_1;produzione di semi oleosi
1112;5;1112_5_1;coltivazione di germogli di soia
1113;2;1113_2_1;coltivazioni legumi
1113;2;1113_2_2;legumi granella
1113;2;1113_2_3;coltivazione fagioli
1113;3;1113_3_1;legumi da granella
1113;3;1113_3_2;coltivazione di piselli
1113;3;1113_3_3;coltivazione legumi cereali
1113;3;1113_3_4;coltivazione cereali legumi
1113;3;1113_3_5;coltivazione di fave
1113;4;1113_4_1;coltivazione cereali e legumi
1113;4;1113_4_2;coltivazione legumi e cereali
1113;4;1113_4_3;coltivazione legume e cereali
1113;4;1113_4_4;coltivazione fave e pomodori
1113;5;1113_5_1;coltivazione agricole legumi e cereali
1113;5;1113_5_2;coltivatore coltivazione legumi e semi
1113;5;1113_5_3;coltivazione di fave e pomodori
1113;5;1113_5_4;coltivazione di cereali e legumi
1113;6;1113_6_1;coltivazione di mais orzo e fagioli
1113;6;1113_6_2;coltivazioni di cereali legumi da granella
1113;7;1113_7_1;dal coltivazione mista di ortaggi e legumi
1113;7;1113_7_2;coltivazione di cereali e legumi da granella
1114;3;1114_3_1;fieno orzo avena
1114;4;1114_4_1;coltivazione mais soia grano
1114;4;1114_4_2;coltivazione cereali e foraggio
1114;4;1114_4_3;coltivazione grano mais soia
1114;5;1114_5_1;azienda agricola cereali e soia
1114;5;1114_5_2;coltivazione di cereali e foraggio
1114;5;1114_5_3;agricola coltivazione cereali foraggi leguminose
1114;5;1114_5_4;coltivazione di cereali e foraggere
1114;5;1114_5_5;coltivazione cereali e semi oleosi
1114;5;1114_5_6;coltivazione di foraggio cereali legumi
1114;5;1114_5_7;coltivazione di cereali e tabacco
1114;6;1114_6_1;coltivazioni miste cereali e altri seminativi
1114;6;1114_6_2;coltivazione cereali semi oleosi e ortaggi
1114;6;1114_6_3;coltivazione di barbabietole foraggio e cereali
1114;6;1114_6_4;cereali legumi da granella semi oleosi
1114;6;1114_6_5;coltivazione mit di cereali altri seminativi
1114;7;1114_7_1;coltivazioni miste di cereali e altri semininativi
1114;7;1114_7_2;coltivazioni miste cereali legumi da granella semi
1114;7;1114_7_3;coltivazione di cereali e medica da foraggio
1114;7;1114_7_4;coltivazioni di cereali misti ad altri seminativi
1114;8;1114_8_1;coltivazioni miste di cereali e altri seminativi dall
1114;8;1114_8_2;coltivazioni miste cereali legumi da granella semi oleosi
1114;8;1114_8_3;coltivazione di cereali coltivazione di piante da foraggio
1114;8;1114_8_4;coltivazione del terreno a cereali soja e foraggere
1120;2;1120_2_1;coltivazione riso
1120;3;1120_3_1;coltivazione del riso
1131;8;1131_8_1;coltivazione di frutti oleosi ortaggi in piena aria
1132;3;1132_3_1;pomodori in serra
1132;4;1132_4_1;coltivazioni in serra funghi
1132;4;1132_4_2;coltivazione idroponica di pomodori
1132;4;1132_4_3;coltivazione funghi in serra
1132;5;1132_5_1;coltivazione di pomodori in serra
1132;5;1132_5_2;coltivazione di melanzane in serra
1133;2;1133_2_1;coltivazioni barbabietole
1133;3;1133_3_1;coltivazione di barbabietole
1133;4;1133_4_1;coltivazione barbabietola da zucchero
1133;5;1133_5_1;coltivazione di barbabietola da zucchero
1133;7;1133_7_1;produzione del seme della barbabietola da zucchero
1134;2;1134_2_1;patate coltivazione
1134;2;1134_2_2;coltivazione patata
1134;3;1134_3_1;coltivazione patate dolci
1134;4;1134_4_1;coltivazioni meloni e patate
1134;4;1134_4_2;azienda agricola coltivazione patate
1134;5;1134_5_1;coltivazione e vendita di patate
1134;5;1134_5_2;coltivazione di ortaggi e patate
1140;5;1140_5_1;coltivazione di canna da zucchero
1150;2;1150_2_1;coltivazione tabacco
1150;3;1150_3_1;coltivazione di tabacco
1150;4;1150_4_1;coltivazione e produzione tabacco
1160;2;1160_2_1;coltivazione cotone
1160;4;1160_4_1;coltivazione lino e canapa
1160;5;1160_5_1;coltivazione di lino e canapa
1191;4;1191_4_1;coltivazione fiori piena aria
1191;5;1191_5_1;coltivazioni di fiori piena aria
1191;6;1191_6_1;coltivazione di fiori in piena aria
1191;7;1191_7_1;coltivazione di fiori recisi in piena aria
1192;4;1192_4_1;coltivazione fiori colture protette
1192;5;1192_5_1;coltivazioni di fiori colture protette
1192;6;1192_6_1;coltivazioni di fiori in colture protette
1192;8;1192_8_1;coltivazione di fiori da recidere in colture protette
1192;8;1192_8_2;coltivazione di fiori in colture protette fuori suolo
1192;8;1192_8_3;dal coltivazione di fiori da recidere in serra
1199;4;1199_4_1;coltivazioni agricole di foraggi
1199;4;1199_4_2;coltivazione piante da foraggio
1199;5;1199_5_1;produzione di semi e piante
1199;5;1199_5_2;coltivazione di piante da foraggio
1210;3;1210_3_1;coltivazione vite vino
1210;3;1210_3_2;coltivazione frutta uva
1210;4;1210_4_1;coltivazione frutta e uva
1210;4;1210_4_2;coltivazione vite da vino
1210;5;1210_5_1;coltivazione di viti per vino
1220;1;1220_1_1;banane
1220;1;1220_1_2;fico
1220;1;1220_1_3;mango
1220;1;1220_1_4;fichi
1220;1;1220_1_5;avocado
1220;2;1220_2_1;coltivazione fichi
1220;2;1220_2_2;fichi dindia
1220;2;1220_2_3;coltivazione avocado
1220;2;1220_2_4;frutta tropicale
1220;2;1220_2_5;coltivazione banane
1220;3;1220_3_1;produzione di banane
1220;3;1220_3_2;produzione di avocado
1220;3;1220_3_3;coltivazione frutta tropicale
1220;3;1220_3_4;coltivazione fichi dindia
1220;3;1220_3_5;coltivazione di fichi
1220;4;1220_4_1;coltivazione di fichi dindia
1220;5;1220_5_1;coltivazione di fico d india
1220;5;1220_5_2;azienda agricola coltivazione frutta tropicale
1220;7;1220_7_1;coltivazioni frutta di frutta di origine tropicale
1220;8;1220_8_1;coltivazione di frutta di origine tropicale e subtropicale
1230;1;1230_1_1;agrume
1230;1;1230_1_2;limone
1230;1;1230_1_3;cedri
1230;1;1230_1_4;mandarini
1230;1;1230_1_5;arance
1230;1;1230_1_6;bergamotto
1230;2;1230_2_1;coltivazione mandarini
1230;2;1230_2_2;coltivazioni arance
1230;2;1230_2_3;coltivazione limone
1230;2;1230_2_4;produzione arance
1230;2;1230_2_5;coltivazioni agrumi
1230;2;1230_2_6;azienda arance
1230;2;1230_2_7;produzione clementine
1230;2;1230_2_8;produzione limoni
1230;3;1230_3_1;coltivazioni di agrumi
1230;3;1230_3_2;azienda agricola limoni
1230;3;1230_3_3;impresa agricola arance
1230;4;1230_4_1;coltivazione e vendita agrumi
1230;4;1230_4_2;coltivazione ruscus e limoni
1230;4;1230_4_3;lattivitvolta coltivazione di agrumi
1230;4;1230_4_4;coltivazione agrumi e altro
1230;5;1230_5_1;coltivazione e vendita di agrumi
1230;6;1230_6_1;coltivazione di agrumi e di ortaggi
1230;7;1230_7_1;coltivazione di ortaggi di meloni di agrumi
1240;2;1240_2_1;coltivazione pomacee
1240;2;1240_2_2;coltivazione susine
1240;2;1240_2_3;coltivazione nocciolo
1240;2;1240_2_4;coltura pomacee
1240;2;1240_2_5;coltivazione albicocche
1240;2;1240_2_6;coltivazioni ciliegie
1240;2;1240_2_7;mele colt
1240;2;1240_2_8;pomacee coltiv
1240;2;1240_2_9;mele coltivazione
1240;3;1240_3_1;coltivazioni frutto nocciolo
1240;3;1240_3_2;coltivazione di ciliegie
1240;3;1240_3_3;coltivatore di mele
1240;3;1240_3_4;coltivazione di albicocche
1240;3;1240_3_5;coltivazione frutta pesche
1240;3;1240_3_6;coltivazione di susine
1240;4;1240_4_1;coltivazione frutta a nocciolo
1240;4;1240_4_2;coltivazione ciliege e albicocche
1240;4;1240_4_3;coltivazione di susine cicliege
1240;4;1240_4_4;coltivazione di pere fresche
1240;4;1240_4_5;azienda agricola coltivazione pomacee
1240;4;1240_4_6;pomacee frutta a nocciolo
1240;4;1240_4_7;produttore agricolo di mele
1240;4;1240_4_8;coltivazione alberi fratta ciliegie
1240;4;1240_4_9;azienda agricola produzione ciliegie
1240;5;1240_5_1;coltivazione di pesche e pere
1240;5;1240_5_2;coltivazione pomaceee frutta a nocciolo
1240;5;1240_5_3;pomacee e frutta a nocciolo
1240;5;1240_5_4;coltivazione di susine e broccoletti
1240;5;1240_5_5;coltivazione piante da frutta pesche
1240;5;1240_5_6;coltivazione di pesche e viti
1240;6;1240_6_1;coltivazione frutta a nocciolo e uva
1240;6;1240_6_2;coltivazione di ciliegie prugne mele pere
1240;6;1240_6_3;coltivazione pomacee e frutta a nocciolo
1240;7;1240_7_1;coltivazione di pomacce e frutta a nocciolo
1240;8;1240_8_1;lattivitvolta coltivazione di pomacee e frutta a nocciolo
1250;1;1250_1_1;pistacchi
1250;1;1250_1_2;castagne
1250;1;1250_1_3;nocciole
1250;1;1250_1_4;mandorle
1250;2;1250_2_1;coltivazione pistacchi
1250;2;1250_2_2;coltivatore nocciole
1250;2;1250_2_3;kiwi coltivazione
1250;2;1250_2_4;fragole coltivazione
1250;2;1250_2_5;produzioni castagne
1250;2;1250_2_6;coltivazioni lamponi
1250;2;1250_2_7;produzioni nocciole
1250;2;1250_2_8;coltivazione fragola
1250;2;1250_2_9;produttore nocciole
1250;2;1250_2_10;coltivazioni castagne
1250;2;1250_2_11;coltivazione kiwi
1250;2;1250_2_12;produzione mandorle
1250;2;1250_2_13;coltivazione mirtilli
1250;2;1250_2_14;coltivazione mandorle
1250;2;1250_2_15;coltivazione melograno
1250;3;1250_3_1;coltivazione di pistacchi
1250;3;1250_3_2;coltivazioni di nocciole
1250;3;1250_3_3;coltivazione produzione castagne
1250;3;1250_3_4;agricoltura produzione kiwi
1250;3;1250_3_5;coltivazioni di mandorle
1250;3;1250_3_6;coltivatore di fragole
1250;3;1250_3_7;produzione di nocciole
1250;3;1250_3_8;coltivazione di melograni
1250;3;1250_3_9;produzioni agricole kiwi
1250;3;1250_3_10;produzione di castagne
1250;4;1250_4_1;coltivazione frutta in guscio
1250;4;1250_4_2;attivita agricola coltivazione nocciole
1250;4;1250_4_3;coltivazione e vendita mandorle
1250;4;1250_4_4;coltivazioni ficodindia e mandorle
1250;4;1250_4_5;produzione e vendita castagne
1250;4;1250_4_6;coltivazione di mirtilli lamponi
1250;4;1250_4_7;azienda agricola coltivazione mandorle
1250;4;1250_4_8;coltivazione nocciole e castagne
1250;5;1250_5_1;coltivazione piccoli frutti e bosco
1250;5;1250_5_2;coltivazione di frutta in guscio
1250;5;1250_5_3;coltura e raccolta di castagne
1250;6;1250_6_1;coltivazione di frutta frutta a guscio
1250;6;1250_6_2;coltivazione e vendita frutti di bosco
1250;6;1250_6_3;coltivazione di altri alberi da frutto
1250;6;1250_6_4;coltivazione di pioppeto coltivazione di nocciole
1250;7;1250_7_1;coltivazioni di frutta frutta a guscio etc
1260;2;1260_2_1;olive coltivazione
1260;2;1260_2_2;coltivazione oliva
1260;3;1260_3_1;coltivazione olive dal
1260;3;1260_3_2;coltivazione frutti oleosi
1260;3;1260_3_3;coltivazioni frutti oleosi
1260;4;1260_4_1;impresa coltivazione frutti oleosi
1260;4;1260_4_2;coltivazione olive da olio
1260;4;1260_4_3;coltivazione di olivo evite
1260;5;1260_5_1;coltivazione di frutti oleosi olivicoltura
1260;5;1260_5_2;coltivazione di olive da olio
1260;5;1260_5_3;lattivitvolta coltivazione di frutti oleosi
1260;6;1260_6_1;coltivazione e vendita olive e oli
1260;7;1260_7_1;coltivazione e produzione di olive per olio
1260;7;1260_7_2;coltivazione olivicole per la produzione di olio
1260;8;1260_8_1;coltivazione olive e produzione olio per conoto proprio
1260;8;1260_8_2;coltivazione di olivi per la produzione di olio
1270;2;1270_2_1;preparazione bevande
1280;2;1280_2_1;prezzemolo coltivazione
1280;2;1280_2_2;coltivazione origano
1280;2;1280_2_3;coltivazione luppolo
1280;2;1280_2_4;coltivazione officinali
1280;2;1280_2_5;piante officinale
1280;2;1280_2_6;coltivazione zenzero
1280;2;1280_2_7;zenzero coltivazione
1280;2;1280_2_8;piante spezie
1280;2;1280_2_9;coltivazione basilico
1280;3;1280_3_1;azienda agricola origano
1280;3;1280_3_2;coltivazione del luppolo
1280;3;1280_3_3;coltivazione piante officinali
1280;3;1280_3_4;prodotti piante officinali
1280;3;1280_3_5;coltivazione di coriandolo
1280;3;1280_3_6;coltivazione di zenzero
1280;3;1280_3_7;azienda agricola basilico
1280;3;1280_3_8;piante officinali aloe
1280;4;1280_4_1;coltivazione di piante officinali
1280;4;1280_4_2;societgricola di piante officinali
1280;5;1280_5_1;coltivazione rosmarino salvia e lavanda
1280;5;1280_5_2;coltivazione di piante aromatiche luppolo
1280;5;1280_5_3;coltivazione e trasformazione piante officinali
1280;5;1280_5_4;coltivazione piante officinali per trasformazione
1280;5;1280_5_5;coltivazione spezie e piante onamentali
1280;6;1280_6_1;coltivazione di piante erbe officinali lavanda
1280;6;1280_6_2;coltivazione di erbe e piante officinali
1280;7;1280_7_1;coltivazione piante officinali non a uso alimentare
1290;2;1290_2_1;alberi natale
1290;3;1290_3_1;alberi di natale
1290;4;1290_4_1;coltivazione alberi di natale
1300;5;1300_5_1;coltivazioni piante ornamentali in serra
1300;5;1300_5_2;attivita di piantagione di piante
1410;3;1410_3_1;allevamento bovini latte
1410;3;1410_3_2;latte crudo bovino
1410;3;1410_3_3;vacche da latte
1410;3;1410_3_4;produzione latte bovino
1410;3;1410_3_5;allevamento vacche latte
1410;4;1410_4_1;allevamento bovini da latte
1410;4;1410_4_2;produzione bovini da latte
1410;5;1410_5_1;allevamento bovini e produzione latte
1410;5;1410_5_2;produzione latte e allevamento bovini
1410;5;1410_5_3;allevamento di bovini da latte
1410;5;1410_5_4;allevamento bovini produzione latte crudo
1410;6;1410_6_1;allevamento bovini e produzione latte crudo
1410;6;1410_6_2;bovini per la produzione di latte
1410;6;1410_6_3;allevamento bovini e bufale da latte
1410;7;1410_7_1;allevamento bovini da latte produzione di latte
1410;7;1410_7_2;dal allevamento bovini e produzione latte crudo
1410;7;1410_7_3;allevamento di bovini e bufale da latte
1410;8;1410_8_1;allevamento di bovini e produzione di latte crudo
1420;3;1420_3_1;allevamento bovini carne
1420;4;1420_4_1;allevamento bovini ca carne
1420;5;1420_5_1;allevamento di bovini da carne
1420;5;1420_5_2;allevamento bovini estensivo produzione carne
1420;6;1420_6_1;allevamento bovini e bufalini da carne
1420;7;1420_7_1;allevamento di bovini e bufalini da carne
1430;2;1430_2_1;allevamento equini
1430;3;1430_3_1;allevamento cavalli equini
1430;4;1430_4_1;allevamento e gestione equini
1430;4;1430_4_2;allevamento equini senza riproduzione
1430;5;1430_5_1;allevamento cavalli ed altri equini
1450;2;1450_2_1;lana grezza
1450;2;1450_2_2;caprini allevamento
1450;2;1450_2_3;allevamento caprini
1450;2;1450_2_4;latte caprino
1450;2;1450_2_5;allevamento pecora
1450;3;1450_3_1;allevamento ovini caprini
1450;3;1450_3_2;allevamenti ovini latte
1450;3;1450_3_3;allevamento di pecore
1450;3;1450_3_4;produzione latte ovino
1450;3;1450_3_5;allevamento animali ovini
1450;3;1450_3_6;ovini da latte
1450;4;1450_4_1;allevamento bovini ovini caprini
1450;4;1450_4_2;produzione di latte caprino
1450;4;1450_4_3;allevamento ovino produzione latte
1450;4;1450_4_4;attivita di allevamento ovini
1450;5;1450_5_1;allevamento caprini e produzione latte
1450;5;1450_5_2;allevamento di ovini e caprini
1450;6;1450_6_1;allevamento di ovini produzione di latte
1450;6;1450_6_2;dal allevamento suini caprini e ovini
1450;6;1450_6_3;allevamento e produzione di prodotti caprini
1450;6;1450_6_4;spano michele allevamento ovini e caprini
1450;6;1450_6_5;allevamento di suini ovini e caprini
1460;2;1460_2_1;allevamento maiali
1460;3;1460_3_1;allevamento di maiali
1460;3;1460_3_2;azienda agricola maiali
1460;5;1460_5_1;allevamento di suini e maiali
1470;2;1470_2_1;allevamento pollame
1470;2;1470_2_2;allevamento galline
1470;2;1470_2_3;galline ovaiole
1470;2;1470_2_4;uova galline
1470;2;1470_2_5;allevamento tacchini
1470;3;1470_3_1;galline per uova
1470;3;1470_3_2;allevamento galline ovaiolel
1470;3;1470_3_3;allevamento di tacchini
1470;3;1470_3_4;allevamento di polli
1470;3;1470_3_5;allevamento di pollame
1470;4;1470_4_1;allevamento galline a terra
1470;4;1470_4_2;allevamento galline ovaiole bio
1470;5;1470_5_1;allevamento di polli e tacchini
1470;5;1470_5_2;allevamento galline ovaiole a terra
1470;6;1470_6_1;allevamento pollame galline e produzione uova
1470;6;1470_6_2;allevamento di pollame e altri volatiliili
1491;2;1491_2_1;allevamento conigli
1491;3;1491_3_1;allevamento conigli domestici
1491;3;1491_3_2;allevamento conigli nani
1492;3;1492_3_1;allevamento animali pelliccia
1492;4;1492_4_1;allevamento animali da pelliccia
1493;1;1493_1_1;apicoltura
1493;2;1493_2_1;servizi apicoltura
1493;2;1493_2_2;cera api
1493;2;1493_2_3;apicoltura franchi
1493;3;1493_3_1;cera di api
1493;3;1493_3_2;vendita miele grezzo
1493;3;1493_3_3;lavorazione cera api
1493;4;1493_4_1;azienda agricola produzione miele
1493;4;1493_4_2;produzione di miele grezzo
1493;6;1493_6_1;produzione di miele e cera dapi
1493;8;1493_8_1;apicoltura e produzione di miele e cera dapi
1494;1;1494_1_1;bachicoltura
1494;3;1494_3_1;bachi da seta
1494;4;1494_4_1;allevamento bachi da seta
1499;2;1499_2_1;allevamento gatti
1499;2;1499_2_2;allevamento lumache
1499;2;1499_2_3;allevamento pappagalli
1499;3;1499_3_1;allevamento di lumache
1499;3;1499_3_2;nutrizione allevamento cani
1499;3;1499_3_3;allevamento animali nca
1499;3;1499_3_4;allevamento di cani
1499;4;1499_4_1;allevamento altri animali nca
1499;4;1499_4_2;allevamento e riproduzione cani
1499;4;1499_4_3;allevamento e vendita cani
1499;5;1499_5_1;allevamento di altri animali nca
1499;5;1499_5_2;allevamento e vendita di lumache
1499;6;1499_6_1;allevamento di pollame ed altri volatili
1499;6;1499_6_2;allevamento di cani e di cavalli
1610;2;1610_2_1;potatura alberi
1610;3;1610_3_1;gestione impianti irrigazione
1610;3;1610_3_2;potatura degli alberi
1610;3;1610_3_3;operatore macchine agricole
1610;3;1610_3_4;servizi potatura alberi
1610;4;1610_4_1;servizi di potatura alberi
1610;4;1610_4_2;gestione impianti di irrigazione
1610;5;1610_5_1;lavorazione raccolta conservazione prodotti agricoli
1610;6;1610_6_1;raccolta prima lavorazione conservazione prodotti agricoli
1610;6;1610_6_2;supporto produzione vegetale attivitgricole conto terzi
1610;7;1610_7_1;supporto alla produzione vegetale per conto terzi
1610;7;1610_7_2;fornitura di macchine agricole con relativi operatori
1620;1;1620_1_1;maniscalchi
1620;2;1620_2_1;attivitei maniscalchi
1620;2;1620_2_2;tosatura pecore
1620;2;1620_2_3;doma equini
1620;2;1620_2_4;servizi zootecnia
1620;2;1620_2_5;pensione cavalli
1620;3;1620_3_1;attivitquestre pensione cavalli
1620;3;1620_3_2;pensione privata cavalli
1620;4;1620_4_1;servizi per la zootecnia
1620;4;1620_4_2;stallaggio e pensione cavalli
1630;3;1630_3_1;successive alla raccolta
1630;4;1630_4_1;attivita successive alla raccolta
1630;5;1630_5_1;attivitgricola e successiva alla raccolta
1700;5;1700_5_1;caccia e cattura di animali
2100;1;2100_1_1;rimboschimento
2100;2;2100_2_1;arboricoltura forestale
2100;2;2100_2_2;coltivazione pioppo
2100;3;2100_3_1;imboschimento e rimboschimento
2100;3;2100_3_2;forestazione e rimboschimento
2100;3;2100_3_3;gestione vivai forestali
2100;3;2100_3_4;coltivazioni arboree pioppo
2100;3;2100_3_5;rimboschimento e riforestazione
2200;2;2200_2_1;produzioni boschive
2300;2;2300_2_1;raccolta nocciole
2400;8;2400_8_1;servizi per la silvicoltura e le aree forestali
3110;2;3110_2_1;pesca commerciale
3110;2;3110_2_2;ricci mare
3110;2;3110_2_3;spugne marine
3110;3;3110_3_1;pesca in mare
3110;4;3110_4_1;raccolta litter in mare
3120;3;3120_3_1;pesca acque interne
3120;4;3120_4_1;pesca in acque interne
3120;6;3120_6_1;pesca in acque interne e promiscue
3210;1;3210_1_1;cozze
3210;2;3210_2_1;acquacoltura marina
3210;2;3210_2_2;allevamento ostriche
3210;2;3210_2_3;servizi acquacoltura
3210;2;3210_2_4;produzione cozze
3210;3;3210_3_1;allevamento di cozze
3210;4;3210_4_1;allevamento di pesci marini
3210;5;3210_5_1;allevamento pesci marini e lagunari
3210;8;3210_8_1;allevamento pesci marini e lagunari molluschi e crostacei
3220;4;3220_4_1;allevamento pesci acqua dolce
3220;5;3220_5_1;allevamento pesci in acqua dolce
3220;7;3220_7_1;acquacoltura in acque dolci e servizi connessi
5100;5;5100_5_1;estrazione di antracite e litantrace
6100;2;6100_2_1;sabbie bituminose
6100;3;6100_3_1;estrazione sabbia bituminosa
6100;3;6100_3_2;estrazione petrolio greggio
6100;4;6100_4_1;estrazione di petrolio greggio
6200;3;6200_3_1;estrazione gas naturale
6200;4;6200_4_1;estrazione di gas naturale
6200;5;6200_5_1;estrazione e trattamento gas naturale
6200;7;6200_7_1;estrazione di petroliogreggio e di gas naturale
7100;5;7100_5_1;estrazione di minerali metalliferi ferrosi
7210;2;7210_2_1;estrazione uranio
7210;4;7210_4_1;estrazione di minerali torio
7210;8;7210_8_1;estrazione di minerali di uranio e di torio
7290;2;7290_2_1;estrazione argento
7290;2;7290_2_2;estrazione rame
7290;2;7290_2_3;estrazione piombo
7290;3;7290_3_1;estrazione di rame
7290;6;7290_6_1;estrazione di minerali metalliferi non ferrosi
7290;7;7290_7_1;estrazione di altri minerali metalliferi non ferrosi
8110;2;8110_2_1;cava arenaria
8110;2;8110_2_2;estrazione marmo
8110;2;8110_2_3;pietre ornamentali
8110;2;8110_2_4;cave peperino
8110;2;8110_2_5;cava calcare
8110;3;8110_3_1;estrazione pietre ornamentali
8110;3;8110_3_2;estrazione di ardesia
8110;3;8110_3_3;cava di arenaria
8110;3;8110_3_4;cave di pietra
8110;3;8110_3_5;cava di calcare
8110;4;8110_4_1;estrazione di pietre ornamentali
8110;5;8110_5_1;estrazione di pietre da costruzione
8110;6;8110_6_1;estrazione di altre pietre da costruzione
8110;7;8110_7_1;estrazione di pietre ornamentali e da costruzione
8120;2;8120_2_1;estrazione argilla
8120;3;8120_3_1;estrazione sabbia ghiaia
8120;3;8120_3_2;estrazione lavorazione argilla
8120;4;8120_4_1;estrazione di ghiaia sabbia
8120;4;8120_4_2;sabbia e ghiaia estrazione
8120;4;8120_4_3;estrazione sabbia e ghiaia
8120;4;8120_4_4;estrazione argille e caolino
8120;5;8120_5_1;estrazione di sabbia e ghiaia
8120;5;8120_5_2;estrazione di ghiaia e sabbia
8120;5;8120_5_3;estrazione di argilla e caolino
8120;6;8120_6_1;estrazione di ghiaia sabbia e argilla
8120;6;8120_6_2;estrazione trasformazione e commercio sabbia ghiaia
8120;6;8120_6_3;estrazione e lavorazione ghiaia e sabbia
8120;7;8120_7_1;estrazione di ghiaia sabbia argille e caolino
8120;7;8120_7_2;lavorazione e estrazione ghiaia sabbia di argille
8120;8;8120_8_1;estrazione di ghiaia e sabbia argille e caolino
8910;2;8910_2_1;estrazione fluorite
8920;3;8920_3_1;estrazione di torba
8930;1;8930_1_1;saline
8930;2;8930_2_1;produzione sale
8930;2;8930_2_2;estrazione sale
8930;3;8930_3_1;produce soluzioni saline
8930;3;8930_3_2;estrazione del sale
8930;5;8930_5_1;saline e miniere di sale
8990;2;8990_2_1;materiale abrasivo
8990;6;8990_6_1;estrazione di asfalto e bitume naturale
8990;8;8990_8_1;estrazione di pomice e di altri minerali nca
10110;1;10110_1_1;mattatoi
10110;1;10110_1_2;frattaglie
10110;2;10110_2_1;lavorazione frattaglie
10110;2;10110_2_2;macello bovini
10110;2;10110_2_3;fusione strutto
10110;3;10110_3_1;lavorazione carne bovina
10110;3;10110_3_2;bovini da macello
10110;3;10110_3_3;lavorazione sottoprodotti bovini
10110;4;10110_4_1;vendita bovini da macello
10110;5;10110_5_1;lavorazione carni bovine e suine
10110;5;10110_5_2;carni e generi alimentari congelati
10110;6;10110_6_1;produzione di carni fresche e surgelate
10110;6;10110_6_2;lavorazione preimballaggio di carne bovina fresca
10110;7;10110_7_1;lavorazione carni fresche e congelate e commercio
10110;7;10110_7_2;lavorazione e conservazione di carne escluso volatili
10110;7;10110_7_3;carni fresche e congelate lavorazione e commercio
10110;8;10110_8_1;agente e rappresentante di carni fresche congelate etc
10120;2;10120_2_1;macello pollame
10120;3;10120_3_1;produzione carne volatili
10120;4;10120_4_1;commercio e lavorazione pollame
10120;4;10120_4_2;produzione carne di volatili
10130;1;10130_1_1;mortadella
10130;1;10130_1_2;salame
10130;1;10130_1_3;salsiccia
10130;1;10130_1_4;insaccati
10130;2;10130_2_1;industria insaccati
10130;2;10130_2_2;produzione prosciutti
10130;2;10130_2_3;disossatura prosciutti
10130;2;10130_2_4;lavorazione prosciutti
10130;2;10130_2_5;produzione mortadella
10130;2;10130_2_6;prosciutti stagionatura
10130;2;10130_2_7;prosciutto cotto
10130;2;10130_2_8;stagionatura prosciutti
10130;2;10130_2_9;produzione insaccati
10130;2;10130_2_10;carne scatola
10130;3;10130_3_1;produzione di prosciutti
10130;3;10130_3_2;produzione di mortadella
10130;3;10130_3_3;produzione prosciutto crudo
10130;3;10130_3_4;produzione di insaccati
10130;3;10130_3_5;fabbrica de salsicce
10130;3;10130_3_6;produzione stagionatura insaccati
10130;3;10130_3_7;prosciutti e salumi
10130;4;10130_4_1;produzione insaccati e vendita
10130;4;10130_4_2;produzione carne in scatola
10130;4;10130_4_3;lavorazione prosciutti e salumi
10130;4;10130_4_4;produzione salumi e insaccati
10130;4;10130_4_5;salagione e stagionatura prosciutti
10130;4;10130_4_6;lavorazione carne e insaccati
10130;5;10130_5_1;produzione di salami e insaccati
10130;5;10130_5_2;produzione prodotti a base carne
10130;6;10130_6_1;produzioni prodotti a base di carne
10130;6;10130_6_2;produzione e vendita prodotti base carne
10130;7;10130_7_1;produzione di carne essiccata salata o affumicata
10130;7;10130_7_2;lavorazione e confezionamento carni e prodotti insaccati
10130;7;10130_7_3;produzione di prodotti a base di carne
10130;8;10130_8_1;produzione di prodotti cotti a base di carne
10200;1;10200_1_1;caviale
10200;2;10200_2_1;salatura pesce
