codice_circe;nword;cluster_id;label_finale
1111;2;1111_2_1;cereali coltivazione
1111;2;1111_2_2;coltivazioni cereali
1111;2;1111_2_3;sorgo coltivazione
1111;2;1111_2_4;coltivazione avena
1111;2;1111_2_5;coltivazione orzo
1111;2;1111_2_6;avena coltivazione
1111;3;1111_3_1;coltivazione di orzo
1111;3;1111_3_2;coltivazione cereali mais
1111;3;1111_3_3;coltivazione cereali oleaginose
1111;3;1111_3_4;coltivazione uvaolivo cereali
1111;3;1111_3_5;coltivazione orzo maltato
1111;3;1111_3_6;coltivazione cereali misuti
1111;4;1111_4_1;coltivazione di grano duroi
1111;4;1111_4_2;coltivazioni agricole di cereali
1111;4;1111_4_3;coltivazione cereali escluso riso
1111;4;1111_4_4;coltivazione cereali in genere
1111;5;1111_5_1;coltivazione di cereali e seminitivo
1111;5;1111_5_2;coltivazioni di cereali escluso riso
1111;5;1111_5_3;coltivazione di cereali quali granomaisorzosegaleavenamiglio
1111;5;1111_5_4;azienda agricola coltivazione di mais
1111;5;1111_5_5;coltivazione di grano e cereali
1111;6;1111_6_1;coltivazione di cereali coltivazione di noccioleti
1111;6;1111_6_2;attivita di coltivazione di cereali dal
1111;6;1111_6_3;coltivazione di cereali grano e orzo
1111;6;1111_6_4;coltivazione di grano duro e soia
1111;6;1111_6_5;coltivazione di cereali escluso il risodal
1111;6;1111_6_6;coltivazione trasformazione e commercio dei cereali
1111;7;1111_7_1;coltivazione di cereali con esclusione di riso
1111;7;1111_7_2;coltivazione di cereali ed in particolare frumento
1111;9;1111_9_1;coltivazione di agrumi e di cereali escluso il riso
1112;2;1112_2_1;coltivazione soia
1112;3;1112_3_1;coltivazione di soia
1112;4;1112_4_1;produzione di semi oleosi
1112;5;1112_5_1;coltivazione di germogli di soia
1113;2;1113_2_1;coltivazione fagioli
1113;2;1113_2_2;coltivazioni legumi
1113;2;1113_2_3;legumi granella
1113;3;1113_3_1;coltivazione di piselli
1113;3;1113_3_2;coltivazione legumi cereali
1113;3;1113_3_3;coltivazione cereali legumi
1113;3;1113_3_4;coltivazioni di ceci
1113;3;1113_3_5;legumi da granella
1113;4;1113_4_1;coltivazione cereali e legumi
1113;4;1113_4_2;coltivazione legume e cereali
1113;4;1113_4_3;coltivazione fave e pomodori
1113;4;1113_4_4;coltivazione legumi e vendita
1113;5;1113_5_1;coltivatore coltivazione legumi e semi
1113;5;1113_5_2;coltivazione di legumi da granella
1113;5;1113_5_3;coltivazione agricole legumi e cereali
1113;5;1113_5_4;coltivazione di cereali e legumi
1113;5;1113_5_5;coltivazione di fave e pomodori
1113;6;1113_6_1;coltivazioni di cereali legumi da granella
1113;6;1113_6_2;coltivazione di mais orzo e fagioli
1113;7;1113_7_1;dal coltivazione mista di ortaggi e legumi
1113;7;1113_7_2;coltivazione di cereali e legumi da granella
1114;3;1114_3_1;fieno orzo avena
1114;4;1114_4_1;coltivazione cereali e foraggio
1114;4;1114_4_2;coltivazione grano mais soia
1114;4;1114_4_3;coltivazione mais soia grano
1114;5;1114_5_1;agricola coltivazione cereali foraggi leguminose
1114;5;1114_5_2;coltivazione cereali e semi oleosi
1114;5;1114_5_3;coltivazione di cereali e foraggio
1114;5;1114_5_4;coltivazione di foraggio cereali legumi
1114;5;1114_5_5;coltivazione di cereali e tabacco
1114;5;1114_5_6;azienda agricola cereali e soia
1114;5;1114_5_7;coltivazione di cereali e foraggere
1114;6;1114_6_1;coltivazioni miste cereali e altri seminativi
1114;6;1114_6_2;coltivazione cereali semi oleosi e ortaggi
1114;6;1114_6_3;cereali legumi da granella semi oleosi
1114;6;1114_6_4;coltivazione di barbabietole foraggio e cereali
1114;7;1114_7_1;coltivazioni miste di cereali e altri semininativi
1114;7;1114_7_2;coltivazioni miste cereali legumi da granella semi
1114;7;1114_7_3;coltivazione di cereali e medica da foraggio
1114;7;1114_7_4;coltivazioni di cereali misti ad altri seminativi
1114;8;1114_8_1;coltivazione di cereali coltivazione di piante da foraggio
1114;8;1114_8_2;coltivazioni miste cereali legumi da granella semi oleosi
1114;8;1114_8_3;coltivazione del terreno a cereali soja e foraggere
1114;8;1114_8_4;coltivazioni miste di cereali e altri seminativi dall
1114;9;1114_9_1;colture viticole coltivazioni miste di cereali ed altri seminativi
1114;9;1114_9_2;coltivazioni miste di cereali legumi dagranella e semi oleosi
1114;9;1114_9_3;agricoltura coltivazione di cereali legumi da granella semi oleosi
1114;9;1114_9_4;coltivazione miste di cereali semi oleosi e altri seminativi
1114;10;1114_10_1;coltivazioni miste di cereali legumi da granella semi oleosi dal
1114;10;1114_10_2;coltivazioni miste di cereali semi oleosi e legumi da granella
1114;11;1114_11_1;coltivazioni miste di cereali legumi da granella e semi oleosi dal
1114;11;1114_11_2;coltivazione miste di cereali legumi e semi oleosi coltivazione di ortaggi
1114;11;1114_11_3;coltivazione mista e di cereali e altri seminativi e colture olivicole
1114;11;1114_11_4;coltivazioni frutticole diverse e coltivazioni miste di cereali e altri seminativi
1114;12;1114_12_1;coltivazioni miste di cereali e seminativi quali orzograno avena mais e foraggere
1114;12;1114_12_2;coltivazioni miste di cereali legumi da granella e semi oleosi cod reg
1114;12;1114_12_3;coltivazione di cereali escluso il riso legumi da granella e semi oleosi
1114;13;1114_13_1;coltivazioni miste di cereali legumi da granella e semi oleosi e foraggio dal
1114;14;1114_14_1;silvicoltura ed attivita forestali coltivazioni miste di cereali legumi da granella e semi oleosi
1114;15;1114_15_1;coltivazione miste cereali legumi da granella semi oleosi coltivazione di altri alberi da frutta dal
1114;15;1114_15_2;coltivazione di canapa canapa sativa coltivazioni miste di cereali legumi da granella e semi oleosi
1114;15;1114_15_3;la societa svolge attivita di coltivazioni miste di cereali legumi da granella e semi oleosi
1120;2;1120_2_1;coltivazione riso
1120;3;1120_3_1;coltivazione del riso
1131;8;1131_8_1;coltivazione di frutti oleosi ortaggi in piena aria
1131;19;1131_19_1;coltivazione di ortaggi in foglia a fusto a frutto in radici bulbi e tuberi in piena aria colture agrumicole
1131;20;1131_20_1;coltivazione di ortaggi inclusi i meloni in foglia a fusto a frutto in radici bulbi e tuberi in piena aria
1131;22;1131_22_1;lattivitvolta coltivazione di ortaggi inclusi i meloni in foglia a fusto a frutto in radici bulbi e tuberi in piena aria escluse
1131;25;1131_25_1;coltivazione di ortaggi inclusi i meloni in foglia a fusto a frutto in radici bulbi e tuberi in piena aria escluse barbabietola da zuccheroe patate
1131;26;1131_26_1;commercio al dettaglio di bombole gas coltivazione di ortaggi inclusi i meloni in foglia a fusto a frutto in radici bulbi e tuberi in piena aria
1131;26;1131_26_2;coltivazione di ortaggi inclusi i meloni in foglia a fusto a frutto in radici bulbi e tuberi in piena aria escluse barbabietola da zucchero e patate
1132;3;1132_3_1;pomodori in serra
1132;4;1132_4_1;coltivazione idroponica di pomodori
1132;4;1132_4_2;coltivazione funghi in serra
1132;4;1132_4_3;coltivazioni in serra funghi
1132;5;1132_5_1;coltivazione di pomodori in serra
1132;5;1132_5_2;coltivazione di melanzane in serra
1132;13;1132_13_1;coltivazione di ortaggi in foglia a fusto a frutto ecc in colture protette
1132;20;1132_20_1;coltivazione di ortaggi inclusi i meloni in foglia a fusto a frutto in radici bulbi e tuberi in colture protette
1132;21;1132_21_1;coltivazione di ortaggi inclusi i meloni in foglia a fusto a frutto in radici bulbi e tuberi in colture protette fuori
1132;22;1132_22_1;coltivazione di ortaggi inclusi i meloni in foglia a fusto a frutto in radici bulbi e tuberi in colture protette escluse barbabietola
1132;24;1132_24_1;produzione di piantine ortive coltivazione di ortaggi inclusi i meloni in foglia a fusto a frutto in radici bulbi e tuberi in colture protette
1132;24;1132_24_2;coltivazione di ortaggi inclusi i meloni in foglia a fusto a frutto in radici bulbi e tuberi in colture protette escluse barbabietola da zucche
1132;25;1132_25_1;coltivazione di ortaggi inclusi i meloni in foglia a fusto a frutto in radici bulbi e tuberi in colture protette escluse barbabietola da zuccheroe patate
1132;26;1132_26_1;coltivazione di ortaggi inclusi i meloni in foglia a fusto a frutto in radici bulbi e tuberi in colture protette escluse barbabietola da zucchero e patate
1132;27;1132_27_1;lattivitvolta coltivazione di ortaggi inclusi i meloni in foglia a fusto a frutto in radici bulbi e tuberi in colture protette escluse barbabietola da zucchero e patate
1132;32;1132_32_1;coltivazione di ortaggi inclusi i meloni in foglia a fusto a frutto in radici bulbi e tuberi in colture protette ad esclusione delle colture fuori suolo escluse barbabietola da zucchero e patate
1133;2;1133_2_1;coltivazioni barbabietole
1133;3;1133_3_1;coltivazione di barbabietole
1133;4;1133_4_1;coltivazione barbabietola da zucchero
1133;5;1133_5_1;coltivazione di barbabietola da zucchero
1133;7;1133_7_1;produzione del seme della barbabietola da zucchero
1133;9;1133_9_1;coltivazione di barbabietole pomodori zucchine e ortaggi in genere
1134;2;1134_2_1;coltivazione patata
1134;2;1134_2_2;patate coltivazione
1134;3;1134_3_1;coltivazione patate dolci
1134;4;1134_4_1;azienda agricola coltivazione patate
1134;4;1134_4_2;coltivazioni meloni e patate
1134;5;1134_5_1;coltivazione di ortaggi e patate
1134;5;1134_5_2;coltivazione e vendita di patate
1140;5;1140_5_1;coltivazione di canna da zucchero
1150;2;1150_2_1;coltivazione tabacco
1150;3;1150_3_1;coltivazione di tabacco
1150;4;1150_4_1;coltivazione e produzione tabacco
1160;2;1160_2_1;coltivazione cotone
1160;4;1160_4_1;coltivazione lino e canapa
1160;5;1160_5_1;coltivazione di lino e canapa
1191;4;1191_4_1;coltivazione fiori piena aria
1191;5;1191_5_1;coltivazioni di fiori piena aria
1191;6;1191_6_1;coltivazione di fiori in piena aria
1191;7;1191_7_1;coltivazione di fiori recisi in piena aria
1191;15;1191_15_1;coltivazione di fiori in piena aria ulteriori specifiche coltivazione di fiori recisi in piena aria
1192;4;1192_4_1;coltivazione fiori colture protette
1192;5;1192_5_1;coltivazioni di fiori colture protette
1192;6;1192_6_1;coltivazioni di fiori in colture protette
1192;8;1192_8_1;dal coltivazione di fiori da recidere in serra
1192;8;1192_8_2;coltivazione di fiori da recidere in colture protette
1192;8;1192_8_3;coltivazione di fiori in colture protette fuori suolo
1192;9;1192_9_1;coltivazione di fiori in coltura protette e fuori suolo
1192;12;1192_12_1;coltivazione di fiori in colture protette attivita svolta in provincia di brescia
1192;12;1192_12_2;coltivazione di fiori in colture protette ad esclusione delle colture fuori suolo
1192;12;1192_12_3;dal coltivazione di fiori da recidere in colture protette escluse fuori suolo
1199;4;1199_4_1;coltivazioni agricole di foraggi
1199;4;1199_4_2;coltivazione piante da foraggio
1199;5;1199_5_1;coltivazione di piante da foraggio
1199;5;1199_5_2;produzione di semi e piante
1199;10;1199_10_1;coltivazione di piante da foraggio e altre colture non permanenti
1199;11;1199_11_1;coltivazioni di piante da foraggio e di altre colture non permanenti
1210;3;1210_3_1;coltivazione vite vino
1210;3;1210_3_2;coltivazione frutta uva
1210;4;1210_4_1;coltivazione vite da vino
1210;4;1210_4_2;coltivazione frutta e uva
1210;5;1210_5_1;coltivazione di viti per vino
1220;1;1220_1_1;banane
1220;1;1220_1_2;avocado
1220;1;1220_1_3;fico
1220;1;1220_1_4;mango
1220;1;1220_1_5;fichi
1220;2;1220_2_1;fichi dindia
1220;2;1220_2_2;coltivazione fichi
1220;2;1220_2_3;coltivazione avocado
1220;2;1220_2_4;frutta tropicale
1220;2;1220_2_5;coltivazione banane
1220;3;1220_3_1;coltivazione fichi dindia
1220;3;1220_3_2;produzione di banane
1220;3;1220_3_3;coltivazione frutta tropicale
1220;3;1220_3_4;produzione di avocado
1220;3;1220_3_5;coltivazione di fichi
1220;4;1220_4_1;coltivazione di fichi dindia
1220;5;1220_5_1;azienda agricola coltivazione frutta tropicale
1220;5;1220_5_2;coltivazione di fico d india
1220;7;1220_7_1;coltivazioni frutta di frutta di origine tropicale
1220;8;1220_8_1;coltivazione di frutta di origine tropicale e subtropicale
1230;1;1230_1_1;cedri
1230;1;1230_1_2;arance
1230;1;1230_1_3;limone
1230;1;1230_1_4;mandarini
1230;1;1230_1_5;agrume
1230;1;1230_1_6;bergamotto
1230;2;1230_2_1;coltivazione limone
1230;2;1230_2_2;produzione limoni
1230;2;1230_2_3;coltivazioni agrumi
1230;2;1230_2_4;azienda arance
1230;2;1230_2_5;produzione clementine
1230;2;1230_2_6;produzione arance
1230;2;1230_2_7;coltivazioni arance
1230;2;1230_2_8;coltivazione mandarini
1230;3;1230_3_1;azienda agricola limoni
1230;3;1230_3_2;impresa agricola arance
1230;3;1230_3_3;coltivazioni di agrumi
1230;3;1230_3_4;coltivazione di limoni
1230;4;1230_4_1;coltivazione ruscus e limoni
1230;4;1230_4_2;coltivazione agrumi e altro
1230;4;1230_4_3;lattivitvolta coltivazione di agrumi
1230;4;1230_4_4;coltivazione e vendita agrumi
1230;5;1230_5_1;coltivazione e vendita di agrumi
1230;6;1230_6_1;coltivazione di agrumi e di ortaggi
1230;7;1230_7_1;coltivazione di ortaggi di meloni di agrumi
1240;2;1240_2_1;coltivazione pomacee
1240;2;1240_2_2;mele colt
1240;2;1240_2_3;coltivazione pesche
1240;2;1240_2_4;coltivazione nocciolo
1240;2;1240_2_5;coltivaz mele
1240;2;1240_2_6;pomacee coltiv
1240;2;1240_2_7;coltura pomacee
1240;2;1240_2_8;coltivazione albicocche
1240;2;1240_2_9;coltivazioni ciliegie
1240;2;1240_2_10;mele coltivazione
1240;2;1240_2_11;coltivazione susine
1240;3;1240_3_1;coltivazione di albicocche
1240;3;1240_3_2;coltivazione di pesche
1240;3;1240_3_3;coltivazione frutta pesche
1240;3;1240_3_4;coltivatore di mele
1240;3;1240_3_5;coltivazione di ciliegie
1240;3;1240_3_6;coltivazioni frutto nocciolo
1240;3;1240_3_7;coltivazioni di pomacee
1240;4;1240_4_1;azienda agricola produzione ciliegie
1240;4;1240_4_2;coltivazione alberi fratta ciliegie
1240;4;1240_4_3;coltivazione frutta a nocciolo
1240;4;1240_4_4;azienda agricola coltivazione pomacee
1240;4;1240_4_5;coltivazione di pere fresche
1240;4;1240_4_6;coltivazione ciliege e albicocche
1240;4;1240_4_7;pomacee frutta a nocciolo
1240;4;1240_4_8;coltivazione di susine cicliege
1240;4;1240_4_9;produttore agricolo di mele
1240;5;1240_5_1;pomacee e frutta a nocciolo
1240;5;1240_5_2;coltivazione di susine e broccoletti
1240;5;1240_5_3;coltivazione pomaceee frutta a nocciolo
1240;5;1240_5_4;coltivazione di pesche e pere
1240;5;1240_5_5;coltivazione di pesche e viti
1240;5;1240_5_6;coltivazione piante da frutta pesche
1240;6;1240_6_1;coltivazione pomacee e frutta a nocciolo
1240;6;1240_6_2;coltivazione frutta a nocciolo e uva
1240;6;1240_6_3;coltivazione di ciliegie prugne mele pere
1240;7;1240_7_1;coltivazione di pomacce e frutta a nocciolo
1240;8;1240_8_1;lattivitvolta coltivazione di pomacee e frutta a nocciolo
1240;9;1240_9_1;coltivazione di uva di pomacee e frutta a nocciolo
1240;11;1240_11_1;coltivazione di pomacee e frutta a nocciolo e di frutti oleosi
1240;12;1240_12_1;coltivazione di pomacee e frutta al nocciolo coltivazione di alberi da frutta
1240;12;1240_12_2;coltivazione di frutta a nocciolo ciliege e frutti oleosi olive da olio
1240;24;1240_24_1;coltivazione di pomacee e frutta a nocciolo mele albicocche ciliegie e amarene pesche e nettarine pere e mele cotogne prugne e susine altre pom
1250;1;1250_1_1;nocciole
1250;1;1250_1_2;pistacchi
1250;1;1250_1_3;mandorle
1250;1;1250_1_4;castagne
1250;2;1250_2_1;produzioni castagne
1250;2;1250_2_2;coltivazione ribes
1250;2;1250_2_3;coltivazione pistacchi
1250;2;1250_2_4;coltivazioni castagne
1250;2;1250_2_5;coltivazione mirtilli
1250;2;1250_2_6;coltivazione nocciole
1250;2;1250_2_7;produzione mandorle
1250;2;1250_2_8;coltivazione fragola
1250;2;1250_2_9;produzioni nocciole
1250;2;1250_2_10;fragole coltivazione
1250;2;1250_2_11;coltivazioni lamponi
1250;2;1250_2_12;coltivazione melograno
1250;2;1250_2_13;produttore nocciole
1250;2;1250_2_14;coltivazione mandorle
1250;2;1250_2_15;coltivatore nocciole
1250;2;1250_2_16;kiwi coltivazione
1250;3;1250_3_1;coltivazioni di mandorle
1250;3;1250_3_2;produzione di nocciole
1250;3;1250_3_3;coltivazioni di nocciole
1250;3;1250_3_4;coltivazione di pistacchi
1250;3;1250_3_5;produzioni agricole kiwi
1250;3;1250_3_6;coltivazione produzione castagne
1250;3;1250_3_7;coltivazione di melograni
1250;3;1250_3_8;coltivazione di mirtilli
1250;3;1250_3_9;coltivatore di fragole
1250;3;1250_3_10;agricoltura produzione kiwi
1250;3;1250_3_11;produzione di castagne
1250;4;1250_4_1;coltivazione frutta in guscio
1250;4;1250_4_2;coltivazioni ficodindia e mandorle
1250;4;1250_4_3;coltivazione di mirtilli lamponi
1250;4;1250_4_4;azienda agricola coltivazione mandorle
1250;4;1250_4_5;produzione e vendita castagne
1250;4;1250_4_6;coltivazione nocciole e castagne
1250;4;1250_4_7;coltivazione e vendita mandorle
1250;4;1250_4_8;attivita agricola coltivazione nocciole
1250;4;1250_4_9;coltivazione di un bosco
1250;5;1250_5_1;coltura e raccolta di castagne
1250;5;1250_5_2;coltivazione piccoli frutti e bosco
1250;6;1250_6_1;coltivazione di frutta frutta a guscio
1250;6;1250_6_2;coltivazione di pioppeto coltivazione di nocciole
1250;6;1250_6_3;coltivazione di altri alberi da frutto
1250;6;1250_6_4;coltivazione e vendita frutti di bosco
1250;7;1250_7_1;coltivazioni di frutta frutta a guscio etc
1250;9;1250_9_1;coltivazione di alberi da frutto tabacco e altre coltivazioni
1250;9;1250_9_2;coltivazione di altri alberi da frutta frutti di bosco
1250;12;1250_12_1;coltivazione di altri alberi da frutta frutti di bosco frutta a gusccio
1250;13;1250_13_1;coltivazione di altri alberi da frutta frutti di bosco e frutta in guscio
1260;2;1260_2_1;coltivazione oliva
1260;2;1260_2_2;olive coltivazione
1260;3;1260_3_1;coltivazione olive dal
1260;3;1260_3_2;coltivazione frutti oleosi
1260;3;1260_3_3;coltivazioni frutti oleosi
1260;4;1260_4_1;impresa coltivazione frutti oleosi
1260;4;1260_4_2;coltivazione olive da olio
1260;4;1260_4_3;coltivazione di olivo evite
1260;5;1260_5_1;lattivitvolta coltivazione di frutti oleosi
1260;5;1260_5_2;coltivazione di frutti oleosi olivicoltura
1260;5;1260_5_3;coltivazione di olive da olio
1260;6;1260_6_1;coltivazione e vendita olive e oli
1260;7;1260_7_1;coltivazione e produzione di olive per olio
1260;7;1260_7_2;coltivazione olivicole per la produzione di olio
1260;8;1260_8_1;coltivazione olive e produzione olio per conoto proprio
1260;8;1260_8_2;coltivazione di olivi per la produzione di olio
1260;12;1260_12_1;coltivazione frutti oleosi noci di coccoolivepalme da olio e altri frutti oleosi
1270;2;1270_2_1;preparazione bevande
1280;2;1280_2_1;coltivazione officinali
1280;2;1280_2_2;zenzero coltivazione
1280;2;1280_2_3;piante officinale
1280;2;1280_2_4;coltivazione zenzero
1280;2;1280_2_5;coltivazione luppolo
1280;2;1280_2_6;piante spezie
1280;2;1280_2_7;prezzemolo coltivazione
1280;2;1280_2_8;coltivazione origano
1280;2;1280_2_9;coltivazione basilico
1280;3;1280_3_1;coltivazione piante officinali
1280;3;1280_3_2;coltivazione di coriandolo
1280;3;1280_3_3;coltivazione del luppolo
1280;3;1280_3_4;azienda agricola origano
1280;3;1280_3_5;prodotti piante officinali
1280;3;1280_3_6;piante officinali aloe
1280;3;1280_3_7;azienda agricola basilico
1280;3;1280_3_8;coltivazione di zenzero
1280;4;1280_4_1;coltivazione di piante officinali
1280;4;1280_4_2;societgricola di piante officinali
1280;5;1280_5_1;coltivazione piante officinali per trasformazione
1280;5;1280_5_2;coltivazione e trasformazione piante officinali
1280;5;1280_5_3;coltivazione rosmarino salvia e lavanda
1280;5;1280_5_4;coltivazione di piante aromatiche luppolo
1280;5;1280_5_5;coltivazione spezie e piante onamentali
1280;6;1280_6_1;coltivazione di piante erbe officinali lavanda
1280;6;1280_6_2;coltivazione di erbe e piante officinali
1280;7;1280_7_1;coltivazione piante officinali non a uso alimentare
1280;10;1280_10_1;coltivazione di spezie e piante aromatiche timo salvia lavanda melissa
1280;11;1280_11_1;coltivazione di spezie piante aromatiche e farmaceutichehe timo salvia lavanda melissa
1290;2;1290_2_1;alberi natale
1290;3;1290_3_1;alberi di natale
1290;4;1290_4_1;coltivazione alberi di natale
1290;9;1290_9_1;coltivazione di altre colture permanenti inclusi alberi di natale
1290;12;1290_12_1;coltivazione di cereali coltivazione di piante utilizzate principalmente come materiali da intreccio
1290;15;1290_15_1;coltivazione di altre colture permanentiulteriore specifiche coltivazione di piante utilizzate principalmente come materiali da intreccio
1300;5;1300_5_1;coltivazioni piante ornamentali in serra
1300;5;1300_5_2;attivita di piantagione di piante
1300;9;1300_9_1;coltivazioni flricole e di piante ornamentali in piena aria
1300;10;1300_10_1;coltivazione di piante in vaso e in pieno campo ornamentali
1410;3;1410_3_1;allevamento vacche latte
1410;3;1410_3_2;allevamento bovini latte
1410;3;1410_3_3;vacche da latte
1410;3;1410_3_4;latte crudo bovino
1410;3;1410_3_5;produzione latte bovino
1410;4;1410_4_1;allevamento bovini da latte
1410;4;1410_4_2;produzione bovini da latte
1410;5;1410_5_1;produzione latte e allevamento bovini
1410;5;1410_5_2;allevamento di bovini da latte
1410;5;1410_5_3;allevamento bovini produzione latte crudo
1410;5;1410_5_4;allevamento bufale e produzione latte
1410;6;1410_6_1;allevamento bovini e produzione latte crudo
1410;6;1410_6_2;allevamento bovini e bufale da latte
1410;6;1410_6_3;bovini per la produzione di latte
1410;7;1410_7_1;dal allevamento bovini e produzione latte crudo
1410;8;1410_8_1;allevamento di bovini e produzione di latte crudo
1410;9;1410_9_1;allevamento di bovini bufalini e produzione di latte crudo
1410;10;1410_10_1;allevamento bovini e bufale da latte produzione di latte crudo
1410;10;1410_10_2;coltivazione di tabacco allevamento bovino e produzione di latte crudo
1410;11;1410_11_1;allevamento di bovini e bufalini da latte produzione di latte crudo
1410;12;1410_12_1;lattivitvolta allevamento di bovini e bufale da latte produzione di latte crudo
1420;3;1420_3_1;allevamento bovini carne
1420;4;1420_4_1;allevamento bovini ca carne
1420;5;1420_5_1;allevamento di bovini da carne
1420;5;1420_5_2;allevamento bovini estensivo produzione carne
1420;6;1420_6_1;allevamento bovini e bufalini da carne
1420;7;1420_7_1;allevamento di bovini e bufalini da carne
1420;9;1420_9_1;allevamento di bovini da carne attivita svolta nella ul
1430;2;1430_2_1;allevamento equini
1430;3;1430_3_1;allevamento cavalli equini
1430;4;1430_4_1;allevamento equini senza riproduzione
1430;4;1430_4_2;allevamento e gestione equini
1430;5;1430_5_1;allevamento cavalli ed altri equini
1450;2;1450_2_1;caprini allevamento
1450;2;1450_2_2;allevamento caprini
1450;2;1450_2_3;allevamento pecora
1450;2;1450_2_4;latte caprino
1450;2;1450_2_5;lana grezza
1450;3;1450_3_1;allevamento animali ovini
1450;3;1450_3_2;allevamenti ovini latte
1450;3;1450_3_3;produzione latte ovino
1450;3;1450_3_4;allevamento ovini caprini
1450;3;1450_3_5;ovini da latte
1450;3;1450_3_6;allevamento di pecore
1450;4;1450_4_1;allevamento ovino produzione latte
1450;4;1450_4_2;allevamento bovini ovini caprini
1450;4;1450_4_3;produzione di latte caprino
1450;4;1450_4_4;attivita di allevamento ovini
1450;5;1450_5_1;allevamento caprini e produzione latte
1450;5;1450_5_2;allevamento di ovini e caprini
1450;6;1450_6_1;spano michele allevamento ovini e caprini
1450;6;1450_6_2;allevamento di suini ovini e caprini
1450;6;1450_6_3;allevamento e produzione di prodotti caprini
1450;6;1450_6_4;dal allevamento suini caprini e ovini
1450;6;1450_6_5;allevamento di ovini produzione di latte
1460;2;1460_2_1;allevamento maiali
1460;3;1460_3_1;allevamento di maiali
1460;3;1460_3_2;azienda agricola maiali
1460;5;1460_5_1;allevamento di suini e maiali
1470;2;1470_2_1;allevamento galline
1470;2;1470_2_2;uova galline
1470;2;1470_2_3;allevamento pollame
1470;2;1470_2_4;allevamento tacchini
1470;2;1470_2_5;galline ovaiole
1470;3;1470_3_1;allevamento di polli
1470;3;1470_3_2;allevamento galline ovaiolel
1470;3;1470_3_3;allevamento di tacchini
1470;3;1470_3_4;allevamento di pollame
1470;3;1470_3_5;galline per uova
1470;4;1470_4_1;allevamento galline ovaiole bio
1470;4;1470_4_2;allevamento galline a terra
1470;5;1470_5_1;allevamento di polli e tacchini
1470;5;1470_5_2;allevamento galline ovaiole a terra
1470;6;1470_6_1;allevamento di pollame e altri volatiliili
1470;6;1470_6_2;allevamento pollame galline e produzione uova
1491;2;1491_2_1;allevamento conigli
1491;3;1491_3_1;allevamento conigli domestici
1491;3;1491_3_2;allevamento conigli nani
1492;3;1492_3_1;allevamento animali pelliccia
1492;4;1492_4_1;allevamento animali da pelliccia
1493;1;1493_1_1;apicoltura
1493;2;1493_2_1;servizi apicoltura
1493;2;1493_2_2;cera api
1493;2;1493_2_3;apicoltura franchi
1493;3;1493_3_1;vendita miele grezzo
1493;3;1493_3_2;lavorazione cera api
1493;3;1493_3_3;cera di api
1493;4;1493_4_1;azienda agricola produzione miele
1493;4;1493_4_2;produzione di miele grezzo
1493;6;1493_6_1;produzione di miele e cera dapi
1493;8;1493_8_1;apicoltura e produzione di miele e cera dapi
1493;19;1493_19_1;apicoltura ulteriori specifiche attivita di apicoltura e produzione di miele e cera dapi attivita svolta in provincia di brescia
1494;1;1494_1_1;bachicoltura
1494;3;1494_3_1;bachi da seta
1494;4;1494_4_1;allevamento bachi da seta
1499;2;1499_2_1;allevamento lumache
1499;2;1499_2_2;allevamento pappagalli
1499;2;1499_2_3;allevamento gatti
1499;3;1499_3_1;allevamento di lumache
1499;3;1499_3_2;allevamento animali nca
1499;3;1499_3_3;nutrizione allevamento cani
1499;4;1499_4_1;allevamento altri animali nca
1499;4;1499_4_2;allevamento e vendita cani
1499;4;1499_4_3;allevamento e riproduzione cani
1499;5;1499_5_1;allevamento e vendita di lumache
1499;5;1499_5_2;allevamento di altri animali nca
1499;6;1499_6_1;allevamento di cani e di cavalli
1499;6;1499_6_2;allevamento di pollame ed altri volatili
1499;20;1499_20_1;allevamento e riproduzione di animali da compagnia esclusi i pesci gatti e cani volatili come pappagalli criceti eccetera allevamento cani
1610;2;1610_2_1;potatura alberi
1610;3;1610_3_1;potatura degli alberi
1610;3;1610_3_2;servizi potatura alberi
1610;3;1610_3_3;operatore macchine agricole
1610;3;1610_3_4;gestione impianti irrigazione
1610;4;1610_4_1;gestione impianti di irrigazione
1610;4;1610_4_2;servizi di potatura alberi
1610;5;1610_5_1;lavorazione raccolta conservazione prodotti agricoli
1610;6;1610_6_1;raccolta prima lavorazione conservazione prodotti agricoli
1610;6;1610_6_2;supporto produzione vegetale attivitgricole conto terzi
1610;7;1610_7_1;supporto alla produzione vegetale per conto terzi
1610;7;1610_7_2;fornitura di macchine agricole con relativi operatori
1610;19;1610_19_1;servizi di consulenza per la conservazione del territorio agricolo al fine di mantenerlo in buone condizioni agricole ed ecologiche
1620;1;1620_1_1;maniscalchi
1620;2;1620_2_1;tosatura pecore
1620;2;1620_2_2;servizi zootecnia
1620;2;1620_2_3;doma equini
1620;2;1620_2_4;attivitei maniscalchi
1620;2;1620_2_5;pensione cavalli
1620;3;1620_3_1;pensione privata cavalli
1620;3;1620_3_2;attivitquestre pensione cavalli
1620;4;1620_4_1;servizi per la zootecnia
1620;4;1620_4_2;stallaggio e pensione cavalli
1630;3;1630_3_1;successive alla raccolta
1630;4;1630_4_1;attivita successive alla raccolta
1630;5;1630_5_1;attivitgricola e successiva alla raccolta
1700;5;1700_5_1;caccia e cattura di animali
2100;1;2100_1_1;rimboschimento
